1784283750.248256 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1707844541:1707844584, ack 1678528401, win 678, options [nop,nop,TS val 3834404980 ecr 1737449686], length 43
1784283750.304510 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 467:520, ack 602, win 678, options [nop,nop,TS val 3834405036 ecr 1737511123], length 53
1784283750.311029 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 602:673, ack 520, win 504, options [nop,nop,TS val 1737511129 ecr 3834405036], length 71
1784283750.311418 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 520:573, ack 673, win 678, options [nop,nop,TS val 3834405043 ecr 1737511129], length 53
1784283750.317820 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 673:744, ack 573, win 504, options [nop,nop,TS val 1737511136 ecr 3834405043], length 71
1784283750.318169 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 573:626, ack 744, win 678, options [nop,nop,TS val 3834405050 ecr 1737511136], length 53
1784283750.324573 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 744:815, ack 626, win 504, options [nop,nop,TS val 1737511143 ecr 3834405050], length 71
1784283750.324955 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 626:679, ack 815, win 678, options [nop,nop,TS val 3834405056 ecr 1737511143], length 53
1784283750.331314 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 815:886, ack 679, win 504, options [nop,nop,TS val 1737511149 ecr 3834405056], length 71
1784283750.331491 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 679:732, ack 886, win 678, options [nop,nop,TS val 3834405063 ecr 1737511149], length 53
1784283750.337799 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 886:957, ack 732, win 504, options [nop,nop,TS val 1737511156 ecr 3834405063], length 71
1784283750.337923 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 732:785, ack 957, win 678, options [nop,nop,TS val 3834405069 ecr 1737511156], length 53
1784283750.343182 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 957:1028, ack 785, win 504, options [nop,nop,TS val 1737511162 ecr 3834405069], length 71
1784283750.343403 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 785:838, ack 1028, win 678, options [nop,nop,TS val 3834405075 ecr 1737511162], length 53
1784283750.349738 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1028:1099, ack 838, win 504, options [nop,nop,TS val 1737511168 ecr 3834405075], length 71
1784283750.349897 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 838:891, ack 1099, win 678, options [nop,nop,TS val 3834405081 ecr 1737511168], length 53
1784283750.355557 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1099:1170, ack 891, win 504, options [nop,nop,TS val 1737511174 ecr 3834405081], length 71
1784283750.355702 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 891:944, ack 1170, win 678, options [nop,nop,TS val 3834405087 ecr 1737511174], length 53
1784283750.362033 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1170:1241, ack 944, win 504, options [nop,nop,TS val 1737511180 ecr 3834405087], length 71
1784283750.362256 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 944:997, ack 1241, win 678, options [nop,nop,TS val 3834405094 ecr 1737511180], length 53
1784283750.368549 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1241:1312, ack 997, win 504, options [nop,nop,TS val 1737511187 ecr 3834405094], length 71
1784283750.368687 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 997:1050, ack 1312, win 678, options [nop,nop,TS val 3834405100 ecr 1737511187], length 53
1784283750.374157 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1312:1383, ack 1050, win 504, options [nop,nop,TS val 1737511193 ecr 3834405100], length 71
1784283750.374331 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1050:1103, ack 1383, win 678, options [nop,nop,TS val 3834405106 ecr 1737511193], length 53
1784283750.380131 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1383:1454, ack 1103, win 504, options [nop,nop,TS val 1737511199 ecr 3834405106], length 71
1784283750.380296 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1103:1156, ack 1454, win 678, options [nop,nop,TS val 3834405112 ecr 1737511199], length 53
1784283750.386622 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1454:1525, ack 1156, win 504, options [nop,nop,TS val 1737511205 ecr 3834405112], length 71
1784283750.386822 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1156:1209, ack 1525, win 678, options [nop,nop,TS val 3834405118 ecr 1737511205], length 53
1784283750.393142 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1525:1596, ack 1209, win 504, options [nop,nop,TS val 1737511211 ecr 3834405118], length 71
1784283750.393384 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1209:1262, ack 1596, win 678, options [nop,nop,TS val 3834405125 ecr 1737511211], length 53
1784283750.399152 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1596:1667, ack 1262, win 504, options [nop,nop,TS val 1737511218 ecr 3834405125], length 71
1784283750.399319 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1262:1315, ack 1667, win 678, options [nop,nop,TS val 3834405131 ecr 1737511218], length 53
1784283750.405626 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1667:1738, ack 1315, win 504, options [nop,nop,TS val 1737511224 ecr 3834405131], length 71
1784283750.405816 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1315:1368, ack 1738, win 678, options [nop,nop,TS val 3834405137 ecr 1737511224], length 53
1784283750.412156 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1738:1809, ack 1368, win 504, options [nop,nop,TS val 1737511230 ecr 3834405137], length 71
1784283750.412344 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1368:1421, ack 1809, win 678, options [nop,nop,TS val 3834405144 ecr 1737511230], length 53
1784283750.418405 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1809:1880, ack 1421, win 504, options [nop,nop,TS val 1737511237 ecr 3834405144], length 71
1784283750.418592 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1421:1474, ack 1880, win 678, options [nop,nop,TS val 3834405150 ecr 1737511237], length 53
1784283750.424904 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1880:1951, ack 1474, win 504, options [nop,nop,TS val 1737511243 ecr 3834405150], length 71
1784283750.425090 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1474:1527, ack 1951, win 678, options [nop,nop,TS val 3834405156 ecr 1737511243], length 53
1784283750.430466 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 1951:2022, ack 1527, win 504, options [nop,nop,TS val 1737511250 ecr 3834405156], length 71
1784283750.430682 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1527:1580, ack 2022, win 678, options [nop,nop,TS val 3834405162 ecr 1737511250], length 53
1784283750.436214 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2022:2093, ack 1580, win 504, options [nop,nop,TS val 1737511255 ecr 3834405162], length 71
1784283750.436462 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1580:1633, ack 2093, win 678, options [nop,nop,TS val 3834405168 ecr 1737511255], length 53
1784283750.442799 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2093:2164, ack 1633, win 504, options [nop,nop,TS val 1737511261 ecr 3834405168], length 71
1784283750.443017 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1633:1686, ack 2164, win 678, options [nop,nop,TS val 3834405174 ecr 1737511261], length 53
1784283750.449346 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2164:2235, ack 1686, win 504, options [nop,nop,TS val 1737511267 ecr 3834405174], length 71
1784283750.449568 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1686:1739, ack 2235, win 678, options [nop,nop,TS val 3834405181 ecr 1737511267], length 53
1784283750.455753 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2235:2306, ack 1739, win 504, options [nop,nop,TS val 1737511274 ecr 3834405181], length 71
1784283750.455961 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1739:1792, ack 2306, win 678, options [nop,nop,TS val 3834405187 ecr 1737511274], length 53
1784283750.462278 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2306:2377, ack 1792, win 504, options [nop,nop,TS val 1737511280 ecr 3834405187], length 71
1784283750.462530 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1792:1845, ack 2377, win 678, options [nop,nop,TS val 3834405194 ecr 1737511280], length 53
1784283750.468538 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2377:2448, ack 1845, win 504, options [nop,nop,TS val 1737511287 ecr 3834405194], length 71
1784283750.468809 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1845:1898, ack 2448, win 678, options [nop,nop,TS val 3834405200 ecr 1737511287], length 53
1784283750.474091 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2448:2519, ack 1898, win 504, options [nop,nop,TS val 1737511293 ecr 3834405200], length 71
1784283750.474367 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1898:1951, ack 2519, win 678, options [nop,nop,TS val 3834405206 ecr 1737511293], length 53
1784283750.480717 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2519:2590, ack 1951, win 504, options [nop,nop,TS val 1737511299 ecr 3834405206], length 71
1784283750.480973 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 1951:2004, ack 2590, win 678, options [nop,nop,TS val 3834405212 ecr 1737511299], length 53
1784283750.487280 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2590:2661, ack 2004, win 504, options [nop,nop,TS val 1737511305 ecr 3834405212], length 71
1784283750.487748 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2004:2057, ack 2661, win 678, options [nop,nop,TS val 3834405219 ecr 1737511305], length 53
1784283750.494054 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2661:2732, ack 2057, win 504, options [nop,nop,TS val 1737511312 ecr 3834405219], length 71
1784283750.494335 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2057:2110, ack 2732, win 678, options [nop,nop,TS val 3834405226 ecr 1737511312], length 53
1784283750.500667 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2732:2803, ack 2110, win 504, options [nop,nop,TS val 1737511319 ecr 3834405226], length 71
1784283750.500903 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2110:2163, ack 2803, win 678, options [nop,nop,TS val 3834405232 ecr 1737511319], length 53
1784283750.507246 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2803:2874, ack 2163, win 504, options [nop,nop,TS val 1737511325 ecr 3834405232], length 71
1784283750.507495 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2163:2216, ack 2874, win 678, options [nop,nop,TS val 3834405239 ecr 1737511325], length 53
1784283750.513629 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2874:2945, ack 2216, win 504, options [nop,nop,TS val 1737511332 ecr 3834405239], length 71
1784283750.513934 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2216:2269, ack 2945, win 678, options [nop,nop,TS val 3834405245 ecr 1737511332], length 53
1784283750.520273 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 2945:3016, ack 2269, win 504, options [nop,nop,TS val 1737511338 ecr 3834405245], length 71
1784283750.520529 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2269:2322, ack 3016, win 678, options [nop,nop,TS val 3834405252 ecr 1737511338], length 53
1784283750.526883 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 3016:3087, ack 2322, win 504, options [nop,nop,TS val 1737511345 ecr 3834405252], length 71
1784283750.527095 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2322:2375, ack 3087, win 678, options [nop,nop,TS val 3834405258 ecr 1737511345], length 53
1784283750.533415 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 3087:3158, ack 2375, win 504, options [nop,nop,TS val 1737511352 ecr 3834405258], length 71
1784283750.533677 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2375:2428, ack 3158, win 678, options [nop,nop,TS val 3834405265 ecr 1737511352], length 53
1784283750.539917 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 3158:3229, ack 2428, win 504, options [nop,nop,TS val 1737511358 ecr 3834405265], length 71
1784283750.540389 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2428:2481, ack 3229, win 678, options [nop,nop,TS val 3834405272 ecr 1737511358], length 53
1784283750.546373 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 3229:3300, ack 2481, win 504, options [nop,nop,TS val 1737511365 ecr 3834405272], length 71
1784283750.546617 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2481:2534, ack 3300, win 678, options [nop,nop,TS val 3834405278 ecr 1737511365], length 53
1784283750.552962 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 3300:3371, ack 2534, win 504, options [nop,nop,TS val 1737511371 ecr 3834405278], length 71
1784283750.553255 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2534:2587, ack 3371, win 678, options [nop,nop,TS val 3834405285 ecr 1737511371], length 53
1784283750.559392 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 3371:3442, ack 2587, win 504, options [nop,nop,TS val 1737511378 ecr 3834405285], length 71
1784283750.559846 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2587:2640, ack 3442, win 678, options [nop,nop,TS val 3834405291 ecr 1737511378], length 53
1784283750.566255 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 3442:3513, ack 2640, win 504, options [nop,nop,TS val 1737511384 ecr 3834405291], length 71
1784283750.566516 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [P.], seq 2640:2693, ack 3513, win 678, options [nop,nop,TS val 3834405298 ecr 1737511384], length 53
1784283750.572915 IP 172.18.0.2.3306 > 172.18.0.3.38854: Flags [P.], seq 3513:3584, ack 2693, win 504, options [nop,nop,TS val 1737511391 ecr 3834405298], length 71
1784283750.617765 IP 172.18.0.3.38854 > 172.18.0.2.3306: Flags [.], ack 3584, win 678, options [nop,nop,TS val 3834405349 ecr 1737511391], length 0

