b|inbatch|1500|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:02:28
b|inbatch-nodup|1500|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:06:08
b|batchfetch|1500|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:09:50
b|jdbc-join|1500|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:13:29
b|jdbc-inbatch|1500|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:17:08
b|lazy|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:21:18
b|lazy-unbounded|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:25:32
b|joinfetch|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:29:16
b|byid|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:33:29
b|inbatch|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:37:13
b|inbatch-nodup|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:40:55
b|batchfetch|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:44:32
b|jdbc-join|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:48:09
b|jdbc-inbatch|1500|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:51:50
b|lazy|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 22:56:03
b|lazy-unbounded|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:07:20
b|joinfetch|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:18:08
b|byid|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:22:21
b|inbatch|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:33:09
b|inbatch-nodup|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:36:51
b|batchfetch|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:40:34
b|jdbc-join|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:44:17
b|jdbc-inbatch|1500|20|-|N=1000,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:48:01
b|lazy|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-11 23:54:28
b|lazy-unbounded|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:00:57
b|joinfetch|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:07:27
b|byid|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:14:30
b|inbatch|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:21:05
b|inbatch-nodup|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:27:39
b|batchfetch|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:34:13
b|jdbc-join|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:40:46
b|jdbc-inbatch|5000|20|-|N=20,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:47:20
